campaign_type_clean
NEW YEAR
No coupon
EMAIL
POSTCARD
ENHANCE & PM LAUNCH
SMS
BLACK FRIDAY
BASTILLE DAY
BFCM
HALLOWEEN
SLEEP UPGRADE POST PURCHASE EMAIL FLOW
PRODUCT LAUNCH
SPRING SALE
FIRST DAY OF SPRING
LABOR DAY 2024
FLASH SALE
EASTER
VALENTINE'S DAY
REORDER REMINDER
CROSS SELL FROM PHENQ
BACKORDER DISCOUNTS
YOURBIOLOGY SURVEY
PRIME DAY
FIRST DAY OF FALL
CN INSERTS
LABOR DAY
NOOCUBE SURVEY
SURVEY REWARD
INDEPENDENCE DAY 2023
START OF SUMMER SALE
MEMORIAL DAY
CROSS-SELL
VALENTINES
POSTPILOT CAMPAIGN
LEAP YEAR
WORLD SLEEP DAY SALE
LOYALTY
CROSS SELL FROM NOOCUBE
INDEPENDENCE DAY SALE
SUMMER SALE
FIRST DAY OF SUMMER
CURATED CONTENT
APP EXCLUSIVE
ELECTION DAY CAMPAIGN
AFTERPAY DAY DEALS
AFTERPAY DAY CAMPAIGN 2025
NEWSLETTER 02/08/2024
NAD+ LAUNCH
