boss_order_id,order_date,shop,Brands,shipping_country,Order Total (GBP),Refund (GBP),net_revenue_gbp,has_coupon,coupon_code,campaign_type_clean
2198627,2022-09-25,CrazyBulk USA,CrazyBulk,US,518.9303680169446,0.0,466.664000015238,True,"FREE PRODUCT,SALE20",No coupon
2221712,2022-10-13,CrazyBulk USA,CrazyBulk,US,518.912717324155,0.0,486.1009061584591,True,"FREE PRODUCT,CBATXSH6KN",No coupon
2942958,2023-10-19,CrazyBulk USA,CrazyBulk,US,518.85,0.0,480.4166666666666,True,FREE PRODUCT,No coupon
2505489,2023-03-18,CrazyBulk USA,CrazyBulk,US,518.83,0.0,472.738041002278,True,"FREE PRODUCT,SALE20",No coupon
2330191,2022-12-20,CrazyBulk USA,CrazyBulk,US,518.8,0.0,475.74507106831726,True,FREE PRODUCT,No coupon
3041234,2024-01-07,CrazyBulk USA,CrazyBulk,US,518.68,0.0,478.5753829119763,True,",FREE PRODUCT,SAVE20",No coupon
3344304,2024-12-04,CrazyBulk USA,CrazyBulk,US,518.37,0.0,464.90582959641256,True,",FREE PRODUCT,LCBJ4CM808OX2",No coupon
3137645,2024-03-29,CrazyBulk USA,CrazyBulk,US,518.29,0.0,478.7898383371824,True,",FREE PRODUCT,EASTER30",No coupon
3030606,2023-12-31,CrazyBulk USA,CrazyBulk,US,518.04,0.0,518.04,True,",FREE PRODUCT",No coupon
2942123,2023-10-18,CrazyBulk USA,CrazyBulk,US,517.29,0.0,475.1228473019517,True,FREE PRODUCT,No coupon
2372396,2023-01-10,CrazyBulk USA,CrazyBulk,US,517.11,0.0,465.02697841726615,True,"FREE PRODUCT,STACK50",No coupon
2982557,2023-11-18,CrazyBulk USA,CrazyBulk,US,516.98,0.0,487.7169811320755,True,",FREE PRODUCT",No coupon
3256818,2024-08-05,CrazyBulk USA,CrazyBulk,US,516.86,0.0,483.0467289719626,True,LCBL9IWIWO1D2,No coupon
2752914,2023-07-10,CrazyBulk CA,CrazyBulk,CA,516.12,0.0,516.12,True,"FREE PRODUCT,SALE20",No coupon
2667119,2023-05-30,CrazyBulk USA,CrazyBulk,US,515.78,0.0,469.95899772209566,True,",FREE PRODUCT,MD30",No coupon
3127289,2024-03-21,CrazyBulk USA,CrazyBulk,US,515.75,0.0,477.54629629629625,True,",FREE PRODUCT,SALE20",No coupon
2788349,2023-07-29,CrazyBulk AUS,CrazyBulk,AU,515.65,0.0,468.7727272727272,True,",FREE PRODUCT,SALE20",No coupon
2319751,2022-12-13,CrazyBulk AUS,CrazyBulk,AU,515.31,0.0,468.4636363636363,True,"FREE PRODUCT,BUY 2 GET 1 FREE,SALE20",No coupon
2492655,2023-03-11,CrazyBulk USA,CrazyBulk,US,515.18,0.0,481.4766355140186,True,"FREE PRODUCT,SAVE20",No coupon
3350716,2024-12-15,CrazyBulk USA,CrazyBulk,US,514.85,0.0,465.9276018099548,False,,No coupon
3268853,2024-08-21,CrazyBulk UK,CrazyBulk,MY,514.48,0.0,514.48,True,SAVE30,No coupon
2709510,2023-06-20,CrazyBulk AUS,CrazyBulk,AU,514.08,0.0,467.3454545454546,True,"FREE PRODUCT,SALE20",No coupon
1910131,2022-03-10,CrazyBulk AUS,CrazyBulk,AU,513.959873284055,0.0,467.23624844005,True,"FREE PRODUCT,BUY 2 GET 1 FREE,SALE20",No coupon
2315637,2022-12-10,CrazyBulk USA,CrazyBulk,US,513.89,0.0,462.1312949640287,True,FREE PRODUCT,No coupon
2317184,2022-12-11,CrazyBulk AUS,CrazyBulk,AU,513.882234972982,0.0,467.16566815725633,True,"FREE PRODUCT,BUY 2 GET 1 FREE,CALL25",No coupon
3325682,2024-11-12,CrazyBulk USA,CrazyBulk,US,513.29,506.27,7.019999999999982,True,"FREE PRODUCT,SAVE30",No coupon
3204092,2024-06-06,CrazyBulk USA,CrazyBulk,US,513.02,0.0,479.4579439252336,True,",FREE PRODUCT,SALE20",No coupon
3091366,2024-02-20,CrazyBulk USA,CrazyBulk,US,512.85,0.0,512.85,True,",FREE PRODUCT,SALE20",No coupon
2539298,2023-04-03,CrazyBulk USA,CrazyBulk,US,512.77,0.0,460.0897263346792,True,FREE PRODUCT,No coupon
2534664,2023-04-01,CrazyBulk USA,CrazyBulk,US,512.35,0.0,483.3490566037736,True,",,FREE PRODUCT",No coupon
3354613,2024-12-25,PhenQ USA,Phen Q,US,512.26,0.0,469.7478220999541,False,,No coupon
2308939,2022-12-06,SupplementShippers,SupplementShippers,US,511.8939079983424,0.0,472.8812083125565,True,"CC25,CC10",No coupon
2311458,2022-12-08,CrazyBulk USA,CrazyBulk,US,511.78,0.0,511.78,True,"FREE PRODUCT,CALL15",No coupon
2271295,2022-11-15,CrazyBulk USA,CrazyBulk,US,511.7612929962703,0.0,511.7612929962703,True,"FREE PRODUCT,LCBXGSG05QYF1",No coupon
2794988,2023-08-01,CrazyBulk USA,CrazyBulk,US,511.5,0.0,472.5173210161663,True,",FREE PRODUCT,SAVE20",No coupon
3356208,2024-12-28,CrazyBulk UK,CrazyBulk,GB,511.12,0.0,425.9333333333333,True,",FREESTACK",No coupon
3346910,2024-12-09,CrazyBulk USA,CrazyBulk,US,510.99,0.0,475.33953488372094,True,"FREE PRODUCT,SAVE30",No coupon
3031977,2024-01-01,CrazyBulk USA,CrazyBulk,US,510.58,0.0,468.852157943067,True,"FREE PRODUCT,VIP TIER GIFT,SAVE175",No coupon
3242032,2024-07-16,CrazyBulk USA,CrazyBulk,US,509.19,509.19,0.0,True,",FREE PRODUCT,SALE20",No coupon
2841065,2023-08-23,CrazyBulk USA,CrazyBulk,US,508.95,0.0,469.0783410138249,True,"FREE PRODUCT,SALE20",No coupon
2464012,2023-02-26,CrazyBulk USA,CrazyBulk,US,508.91,0.0,471.2129629629629,True,"FREE PRODUCT,SALE20",No coupon
2202505,2022-09-28,CrazyBulk USA,CrazyBulk,US,508.7979020387447,0.0,473.30037398952993,True,",FREE PRODUCT,SALE20",No coupon
3294641,2024-09-26,CrazyBulk USA,CrazyBulk,US,508.66,0.0,469.8937644341801,True,"FREE PRODUCT,LCBN9KAQMLXC2",No coupon
2920037,2023-10-03,CrazyBulk USA,CrazyBulk,US,508.66,0.0,469.8937644341801,True,FREE PRODUCT,No coupon
2415440,2023-02-02,CrazyBulk USA,CrazyBulk,US,508.38,0.0,466.831955922865,True,FREE PRODUCT,No coupon
2196312,2022-09-23,SupplementShippers,SupplementShippers,US,508.1803569917943,0.0,508.1803569917943,True,"CC25,CC10",No coupon
3118041,2024-03-14,CrazyBulk USA,CrazyBulk,US,508.03,0.0,462.8974943052392,True,FREE PRODUCT,No coupon
3168729,2024-04-28,PhenQ USA,Phen Q,US,507.99,0.0,507.99,True,",",No coupon
2590782,2023-04-25,CrazyBulk UK,CrazyBulk,GB,506.98,0.0,422.48333333333335,True,",FREE PRODUCT,SALE20",No coupon
2474146,2023-03-03,CrazyBulk AUS,CrazyBulk,AU,506.98,0.0,460.8909090909091,True,FREE PRODUCT,No coupon
2560834,2023-04-12,CrazyBulk USA,CrazyBulk,US,506.87,0.0,478.1792452830189,True,FREE PRODUCT,No coupon
2931381,2023-10-10,CrazyBulk USA,CrazyBulk,US,506.12,0.0,440.104347826087,True,FREE PRODUCT,No coupon
2418945,2023-02-04,CrazyBulk AUS,CrazyBulk,AU,505.75,0.0,459.77272727272725,True,"BUY 2 GET 1 FREE,FREE PRODUCT",No coupon
3243562,2024-07-18,CrazyBulk CA,CrazyBulk,CA,505.69,0.0,505.69,True,FREE PRODUCT,No coupon
2093597,2022-07-08,CrazyBulk USA,CrazyBulk,US,505.6868957673247,0.0,463.9329318966281,True,",,4JULY",No coupon
2556501,2023-04-10,CrazyBulk ES,CrazyBulk,ES,505.65,0.0,459.6818181818181,True,"PRODUCTO GRATIS,COMPRA 2 Y RECIBES 1 GRATIS,SALE20",No coupon
3144166,2024-04-03,CrazyBulk USA,CrazyBulk,US,505.64,0.0,473.6674473067916,True,"FREE PRODUCT,SAVE20",No coupon
2044169,2022-06-03,CrazyBulk AUS,CrazyBulk,AU,505.43636976300127,0.0,459.4876088754556,True,"FREE PRODUCT,BUY 2 GET 1 FREE,SALE20",No coupon
2477764,2023-03-04,CrazyBulk USA,CrazyBulk,US,505.15,0.0,505.15,True,"FREE PRODUCT,SALE20",No coupon
3306029,2024-10-13,CrazyBulk USA,CrazyBulk,US,505.04,498.13,6.518867924528308,True,"FREE PRODUCT,SAVE30",No coupon
2343575,2022-12-29,CrazyBulk AUS,CrazyBulk,AU,504.98,0.0,459.07272727272726,True,"FREE PRODUCT,STACK50",No coupon
3292367,2024-09-23,CrazyBulk USA,CrazyBulk,US,504.84,0.0,476.2641509433962,True,SALE20,No coupon
2799530,2023-08-03,CrazyBulk USA,CrazyBulk,US,504.3,0.0,438.5217391304348,True,",FREE PRODUCT,SALE20",No coupon
2894591,2023-09-18,CrazyBulk UK,CrazyBulk,GB,503.99,0.0,419.9916666666667,True,",FREE PRODUCT,SALE20",No coupon
3061767,2024-01-24,CrazyBulk UK,CrazyBulk,GB,503.99,0.0,419.9916666666667,True,",FREE PRODUCT,SAVE20",No coupon
3355704,2024-12-27,CrazyBulk UK,CrazyBulk,GB,503.98,0.0,419.98333333333335,True,",,SALE20",No coupon
2878680,2023-09-09,CrazyBulk USA,CrazyBulk,US,503.77,0.0,455.9004524886878,True,",FREE PRODUCT,LABOR40",No coupon
2200251,2022-09-26,CrazyBulk USA,CrazyBulk,US,503.33305134929367,0.0,503.33305134929367,True,"FREE PRODUCT,FALL30",No coupon
3288828,2024-09-18,CrazyBulk USA,CrazyBulk,US,503.13,670.22,-154.71296296296293,True,",,FREE PRODUCT,QUIZ20",No coupon
2774160,2023-07-21,CrazyBulk USA,CrazyBulk,US,503.03,0.0,471.2224824355972,True,",FREE PRODUCT",No coupon
3180595,2024-05-11,CrazyBulk USA,CrazyBulk,US,502.99,0.0,502.99,True,FREE PRODUCT,No coupon
2279115,2022-11-20,CrazyBulk AUS,CrazyBulk,AU,502.8945015645954,0.0,457.1768196041776,True,"BUY 2 GET 1 FREE,FREE PRODUCT,SALE20",No coupon
2282002,2022-11-22,CrazyBulk AUS,CrazyBulk,AU,502.85,0.0,457.1363636363636,True,FREE PRODUCT,No coupon
3029992,2023-12-31,CrazyBulk USA,CrazyBulk,US,502.74,0.0,458.0774487471527,True,",FREE PRODUCT,RETURN25",No coupon
2991225,2023-11-24,CrazyBulk USA,CrazyBulk,US,502.68,0.0,473.1105882352941,True,"FREE PRODUCT,FRIDAY50",No coupon
2173541,2022-09-06,PhenQ USA,Phen Q,IN,502.4701801878014,0.0,502.4701801878014,True,",RETURN20",No coupon
2165762,2022-09-01,PhenQ USA,Phen Q,HK,502.4701801878014,0.0,502.4701801878014,True,",RETURN20",No coupon
2749486,2023-07-09,CrazyBulk USA,CrazyBulk,US,502.37,0.0,463.0138248847927,True,FREE PRODUCT,No coupon
3142722,2024-04-02,CrazyBulk USA,CrazyBulk,US,502.05,0.0,463.78752886836025,True,FREE PRODUCT,No coupon
3302966,2024-10-09,CrazyBulk USA,CrazyBulk,US,501.86,0.0,473.4528301886792,True,",,FREE PRODUCT,LCBU9E1JAEIHI",No coupon
2653847,2023-05-24,CrazyBulk USA,CrazyBulk,US,501.74,0.0,451.20503597122297,True,"FREE PRODUCT,LCB3DT0PZF1XP",No coupon
3159173,2024-04-17,CrazyBulk USA,CrazyBulk,US,501.68,0.0,449.9372197309417,True,"FREE PRODUCT,SALE20",No coupon
2604564,2023-05-01,CrazyBulk USA,CrazyBulk,US,501.67,0.0,473.2735849056604,True,FREE PRODUCT,No coupon
2698787,2023-06-14,CrazyBulk USA,CrazyBulk,US,501.34,0.0,456.8018223234624,True,"FREE PRODUCT,SALE20",No coupon
3263858,2024-08-16,CrazyBulk AUS,CrazyBulk,AU,501.3,0.0,455.7272727272727,True,",FREE PRODUCT,SALE20",No coupon
2213793,2022-10-07,CrazyBulk UK,CrazyBulk,GB,500.97,0.0,417.475,True,",FREE PRODUCT,BUY 2 GET 1 FREE,SALE20",No coupon
2171023,2022-09-05,CrazyBulk USA,CrazyBulk,NZ,500.8036545131546,0.0,500.8036545131546,True,"FREE PRODUCT,SALE20",No coupon
2187191,2022-09-16,CrazyBulk USA,CrazyBulk,NZ,500.8036545131546,0.0,500.8036545131546,True,"FREE PRODUCT,SALE20",No coupon
2217584,2022-10-10,CrazyBulk USA,CrazyBulk,US,500.7942811755362,0.0,459.9717852358541,True,",,FREE PRODUCT,SALE20",No coupon
2167691,2022-09-02,CrazyBulk USA,CrazyBulk,US,500.7867354707724,500.7867354707724,0.0,True,"FREE PRODUCT,SAVE20",No coupon
2192703,2022-09-20,CrazyBulk USA,CrazyBulk,US,500.7782759495813,0.0,468.0170803267115,True,"FREE PRODUCT,SALE20",No coupon
3137888,2024-03-29,CrazyBulk USA,CrazyBulk,HK,500.47,0.0,500.47,True,",FREE PRODUCT,QUIZ20",No coupon
3063152,2024-01-25,Smart Protein UK,Smart Protein UK,GB,499.58,0.0,416.31666666666666,False,,No coupon
3054955,2024-01-19,CrazyBulk USA,CrazyBulk,US,499.54,0.0,499.54,True,",FREE PRODUCT",No coupon
3084075,2024-02-13,CrazyBulk USA,CrazyBulk,US,499.1,0.0,454.76082004555815,True,FREE PRODUCT,No coupon
2536738,2023-04-02,CrazyBulk USA,CrazyBulk,US,498.15,0.0,433.1739130434783,True,FREE PRODUCT,No coupon
3056026,2024-01-20,CrazyBulk USA,CrazyBulk,US,497.86,0.0,469.6792452830189,True,",FREE PRODUCT,STACK50",No coupon
3244697,2024-07-19,CrazyBulk USA,CrazyBulk,US,497.57,0.0,460.7129629629629,False,,No coupon
2162181,2022-08-29,CrazyBulk USA,CrazyBulk,US,497.4198460367144,497.4198460367144,0.0,True,"FREE PRODUCT,SALE20",No coupon
3158553,2024-04-16,CrazyBulk USA,CrazyBulk,US,497.07,0.0,458.6362797564126,True,"FREE PRODUCT,RETURN25",No coupon
1859899,2022-02-06,CrazyBulk CA,CrazyBulk,CA,497.0627894705986,0.0,497.0627894705986,True,"BUY 2 GET 1 FREE,FREE PRODUCT,BUY 2 GET 1 FREE,SALE20",No coupon
3318516,2024-11-02,CrazyBulk USA,CrazyBulk,US,496.99,0.0,459.1131639722864,True,"FREE PRODUCT,REWARDS,MISSYOU40",No coupon
2624885,2023-05-10,CrazyBulk UK,CrazyBulk,GB,496.98,0.0,414.15,True,",FREE PRODUCT,SALE20",No coupon
2697891,2023-06-14,CrazyBulk UK,CrazyBulk,GB,496.97,0.0,414.1416666666667,True,"FREE PRODUCT,SUNSHINE30",No coupon
2549246,2023-04-07,CrazyBulk USA,CrazyBulk,US,496.39,0.0,457.5023041474655,True,",EASTER",No coupon
2595986,2023-04-27,CrazyBulk UK,CrazyBulk,GB,496.0,0.0,413.33333333333337,True,"FREE PRODUCT,SAVE20",No coupon
3189022,2024-05-21,CrazyBulk USA,CrazyBulk,US,495.71,0.0,461.1255813953488,False,,No coupon
3091935,2024-02-20,CrazyBulk USA,CrazyBulk,US,495.38,0.0,450.59942876894246,True,"FREE PRODUCT,SALE20",No coupon
1872367,2022-02-14,CrazyBulk USA,CrazyBulk,US,495.3701665566072,0.0,458.67608014500667,True,"FREE PRODUCT,BUY 2 GET 1 FREE,BUY 2 GET 1 FREE,SALE20",No coupon
2132989,2022-08-07,PhenQ USA,Phen Q,AE,495.1400466822274,0.0,495.1400466822274,True,",RETURN20",No coupon
2134716,2022-08-09,PhenQ USA,Phen Q,TH,495.1400466822274,0.0,495.1400466822274,True,",RETURN20",No coupon
2828055,2023-08-17,CrazyBulk USA,CrazyBulk,US,494.98,0.0,456.2027649769586,True,FREE PRODUCT,No coupon
2617366,2023-05-07,CrazyBulk UK,CrazyBulk,GB,494.97,0.0,412.475,True,FREE PRODUCT,No coupon
2763620,2023-07-16,CrazyBulk USA,CrazyBulk,US,494.96,0.0,465.8447058823529,True,"FREE PRODUCT,SALE20",No coupon
3352493,2024-12-19,CrazyBulk USA,CrazyBulk,US,494.82,0.0,494.82,True,",FREE PRODUCT,SALE20",No coupon
2191050,2022-09-19,CrazyBulk USA,CrazyBulk,US,494.8058539886642,0.0,457.0954771257868,True,FREE PRODUCT,No coupon
3139977,2024-03-31,CrazyBulk USA,CrazyBulk,US,494.32,0.0,465.2423529411765,True,",FREE PRODUCT,EASTER",No coupon
3080891,2024-02-11,CrazyBulk USA,CrazyBulk,US,494.04,0.0,457.44444444444446,True,"FREE PRODUCT,LOVE20",No coupon
2208129,2022-10-02,CrazyBulk AUS,CrazyBulk,AU,493.6820452541874,0.0,448.80185932198856,True,"FREE PRODUCT,SALE20",No coupon
2138846,2022-08-12,CrazyBulk USA,CrazyBulk,US,493.4978326108703,0.0,455.3403142746543,True,"FREE PRODUCT,SALE20",No coupon
2135869,2022-08-09,CrazyBulk USA,CrazyBulk,US,493.4811603867957,0.0,453.1507441568372,True,"FREE PRODUCT,SALE20",No coupon
2139071,2022-08-12,CrazyBulk USA,CrazyBulk,US,493.4811603867957,0.0,465.5482645158449,True,"FREE PRODUCT,SALE20",No coupon
2136480,2022-08-10,CrazyBulk USA,CrazyBulk,US,493.4811603867957,0.0,449.6411484162147,True,"FREE PRODUCT,SALE20",No coupon
2135835,2022-08-09,CrazyBulk USA,CrazyBulk,US,493.4811603867957,0.0,449.6411484162147,True,"FREE PRODUCT,SALE20",No coupon
2135454,2022-08-09,CrazyBulk USA,CrazyBulk,US,493.4811603867957,0.0,465.5482645158449,True,"FREE PRODUCT,SALE20",No coupon
2196319,2022-09-23,CrazyBulk USA,CrazyBulk,US,492.74173081803576,0.0,448.9674084902376,True,",FREE PRODUCT",No coupon
2977203,2023-11-13,CrazyBulk USA,CrazyBulk,US,492.65,0.0,443.8768155115868,True,"FREE PRODUCT,FRIDAY50",No coupon
2446171,2023-02-18,CrazyBulk USA,CrazyBulk,US,491.54,0.0,442.0323741007194,True,"FREE PRODUCT,SALE20",No coupon
3049399,2024-01-14,PhenQ USA,Phen Q,US,491.09,0.0,447.4624145785877,True,SHAKELIFE,No coupon
2980407,2023-11-16,TestoPrime USA,TestoPrime,US,490.94,0.0,447.3257403189066,True,",,EXTRA10",No coupon
2326932,2022-12-18,CrazyBulk USA,CrazyBulk,US,490.65893079154586,0.0,441.2400456758505,True,"FREE PRODUCT,SALE20",No coupon
2297017,2022-11-29,CrazyBulk USA,CrazyBulk,US,490.65893079154586,0.0,453.264601193114,True,"FREE PRODUCT,SALE20",No coupon
3108428,2024-03-05,CrazyBulk USA,CrazyBulk,US,490.64,0.0,456.4093023255814,True,",FREE PRODUCT,RETURN25",No coupon
2358382,2023-01-04,CrazyBulk USA,CrazyBulk,US,490.55,0.0,449.83952315451626,True,"FREE PRODUCT,RETURN20",No coupon
2993010,2023-11-25,CrazyBulk USA,CrazyBulk,US,490.42,0.0,454.09259259259255,True,",FREE PRODUCT,FRIDAY30",No coupon
2980272,2023-11-16,CrazyBulk USA,CrazyBulk,US,490.24,0.0,443.6561085972851,True,",FREE PRODUCT,LCBO7D72R05OE",No coupon
3339209,2024-11-29,CrazyBulk USA,CrazyBulk,US,490.21,0.0,461.3741176470588,True,",FREE PRODUCT,FRIDAY50",No coupon
2941147,2023-10-18,CrazyBulk USA,CrazyBulk,US,490.18,0.0,439.8205473306416,True,",FREE PRODUCT,LCBJI0Z10HY8M",No coupon
2996740,2023-11-27,CrazyBulk USA,CrazyBulk,US,490.08,0.0,490.08,True,",,FREE PRODUCT,FRIDAY50",No coupon
3156635,2024-04-14,CrazyBulk USA,CrazyBulk,US,490.05,0.0,452.1590699391031,True,",FREE PRODUCT,SALE20",No coupon
3143541,2024-04-03,Smart Protein UK,Smart Protein UK,GB,489.72,0.0,408.1,False,,No coupon
2951078,2023-10-25,CrazyBulk USA,CrazyBulk,US,489.62,0.0,457.58878504672896,True,",FREE PRODUCT",No coupon
3329111,2024-11-16,CrazyBulk USA,CrazyBulk,US,489.46,0.0,461.7547169811321,True,"FREE PRODUCT,SAVE30",No coupon
3161011,2024-04-19,CrazyBulk USA,CrazyBulk,US,489.27,0.0,439.99100719424456,True,"FREE PRODUCT,SALE20",No coupon
2708763,2023-06-19,CrazyBulk USA,CrazyBulk,US,489.07,0.0,450.7557603686636,True,",,FREE PRODUCT",No coupon
3137741,2024-03-29,CrazyBulk USA,CrazyBulk,US,488.59,0.0,448.0421824850985,True,",FREE PRODUCT,THANKS30",No coupon
3311995,2024-10-23,CrazyBulk USA,CrazyBulk,US,488.55,0.0,448.6225895316805,True,",FREE PRODUCT,MISSYOU40",No coupon
2244607,2022-10-30,CrazyBulk USA,CrazyBulk,US,488.4892086330936,0.0,448.6697668271812,True,FREE PRODUCT,No coupon
2268114,2022-11-13,CrazyBulk USA,CrazyBulk,US,488.4892086330936,0.0,452.30482280842,True,FREE PRODUCT,No coupon
2272040,2022-11-15,CrazyBulk USA,CrazyBulk,US,488.4892086330936,0.0,488.4892086330936,True,FREE PRODUCT,No coupon
2259050,2022-11-08,CrazyBulk USA,CrazyBulk,US,488.4892086330936,0.0,440.1279495378722,True,FREE PRODUCT,No coupon
2289518,2022-11-26,CrazyBulk USA,CrazyBulk,US,488.4892086330936,0.0,451.2602389220264,True,"FREE PRODUCT,FRIDAY50",No coupon
2265468,2022-11-11,CrazyBulk USA,CrazyBulk,US,488.4892086330936,0.0,447.9497557387378,True,FREE PRODUCT,No coupon
2292254,2022-11-27,CrazyBulk USA,CrazyBulk,US,488.4892086330936,0.0,488.4892086330936,True,FREE PRODUCT,No coupon
2256946,2022-11-07,CrazyBulk USA,CrazyBulk,US,488.4892086330936,0.0,450.71895980171024,True,FREE PRODUCT,No coupon
2251581,2022-11-03,CrazyBulk USA,CrazyBulk,US,488.4892086330936,0.0,448.6697668271812,True,FREE PRODUCT,No coupon
2263653,2022-11-11,CrazyBulk USA,CrazyBulk,US,488.48032684963147,0.0,424.7655016083753,True,FREE PRODUCT,No coupon
2725086,2023-06-27,CrazyBulk USA,CrazyBulk,US,487.74,0.0,424.1217391304348,True,"VIP TIER GIFT,FREE PRODUCT",No coupon
2355733,2023-01-03,CrazyBulk USA,CrazyBulk,TH,487.62,487.62,0.0,True,"FREE PRODUCT,STACK30",No coupon
2097309,2022-07-11,CrazyBulk USA,CrazyBulk,US,487.42383621740186,0.0,447.6912387760292,True,"FREE PRODUCT,BUY 2 GET 1 FREE",No coupon
2910556,2023-09-27,CrazyBulk USA,CrazyBulk,US,487.36,0.0,455.47663551401865,True,"FREE PRODUCT,SALE20",No coupon
3311553,2024-10-23,CrazyBulk USA,CrazyBulk,US,487.33,0.0,449.649381804761,True,FREE PRODUCT,No coupon
2236702,2022-10-24,CrazyBulk USA,CrazyBulk,US,487.1502956491042,0.0,438.0847982455973,True,"FREE PRODUCT,TREAT",No coupon
2223184,2022-10-14,CrazyBulk USA,CrazyBulk,US,487.1414703027094,0.0,450.01521506023965,True,"FREE PRODUCT,SALE20",No coupon
2906962,2023-09-25,CrazyBulk USA,CrazyBulk,US,486.08,0.0,486.08,True,"FREE PRODUCT,FALL30",No coupon
1932110,2022-03-24,CrazyBulk USA,CrazyBulk,US,486.0151704838353,0.0,486.0151704838353,True,"FREE PRODUCT,BUY 2 GET 1 FREE,SALE20",No coupon
3255563,2024-08-04,CrazyBulk USA,CrazyBulk,US,485.68,0.0,436.7625899280576,True,",FREE PRODUCT,SALE20",No coupon
3156598,2024-04-14,CrazyBulk USA,CrazyBulk,US,485.64,0.0,442.496583143508,True,",FREE PRODUCT,THANKS30",No coupon
2244010,2022-10-30,CrazyBulk USA,CrazyBulk,US,485.3852263701351,0.0,442.2644431618543,True,FREE PRODUCT,No coupon
2216733,2022-10-09,CrazyBulk USA,CrazyBulk,US,485.3852263701351,0.0,485.3852263701351,True,FREE PRODUCT,No coupon
2212432,2022-10-06,CrazyBulk USA,CrazyBulk,US,485.3852263701351,0.0,422.074109887074,True,FREE PRODUCT,No coupon
2286979,2022-11-25,CrazyBulk USA,CrazyBulk,US,485.33,0.0,453.5794392523364,True,"FREE PRODUCT,FRIDAY",No coupon
3194945,2024-05-27,CrazyBulk USA,CrazyBulk,US,485.14,0.0,449.2037037037037,True,",",No coupon
3355743,2024-12-27,CrazyBulk USA,CrazyBulk,US,485.1,0.0,453.3644859813084,True,",FREE PRODUCT",No coupon
2936807,2023-10-14,CrazyBulk USA,CrazyBulk,US,484.91,0.0,484.91,True,",FREE PRODUCT",No coupon
2287726,2022-11-25,CrazyBulk USA,CrazyBulk,US,484.90984989785954,0.0,457.46212254515046,True,"FREE PRODUCT,FRIDAY",No coupon
2955321,2023-10-29,CrazyBulk USA,CrazyBulk,US,484.83,0.0,484.83,True,"FREE PRODUCT,SALE20",No coupon
2318822,2022-12-12,CrazyBulk USA,CrazyBulk,US,484.7990053874845,0.0,446.8193598041332,True,FREE PRODUCT,No coupon
3224168,2024-06-29,CrazyBulk USA,CrazyBulk,AE,484.25,0.0,484.25,True,",FREE PRODUCT,SALE20",No coupon
2329563,2022-12-20,CrazyBulk USA,CrazyBulk,US,484.22,0.0,441.2027334851937,True,"FREE PRODUCT,SALE20",No coupon
2327949,2022-12-18,CrazyBulk USA,CrazyBulk,US,484.16,0.0,447.2609699769053,True,"FREE PRODUCT,SALE20",No coupon
2991484,2023-11-25,TestoPrime USA,TestoPrime,US,483.98,0.0,440.984054669704,True,",,EXTRA10",No coupon
2883522,2023-09-12,CrazyBulk USA,CrazyBulk,US,483.71,0.0,449.9627906976744,True,",FREE PRODUCT,LCBNJDEZ9WTJK",No coupon
3201400,2024-06-03,CrazyBulk CA,CrazyBulk,CA,483.66,0.0,483.66,True,"FREE PRODUCT,SALE20",No coupon
3284754,2024-09-11,CrazyBulk USA,CrazyBulk,US,483.56,0.0,446.7066974595843,True,"FREE PRODUCT,SALE20",No coupon
2127266,2022-08-03,CrazyBulk AUS,CrazyBulk,AU,483.453237410072,0.0,439.50294310006535,True,"FREE PRODUCT,SALE20",No coupon
2281872,2022-11-22,CrazyBulk USA,CrazyBulk,US,483.1423749888978,0.0,437.23291854198897,True,"FREE PRODUCT,SALE20",No coupon
2568734,2023-04-15,CrazyBulk USA,CrazyBulk,US,482.94,0.0,446.13394919168593,True,"FREE PRODUCT,EASTER",No coupon
2769474,2023-07-18,CrazyBulk USA,CrazyBulk,KW,481.97,481.97,0.0,True,FREE PRODUCT,No coupon
2088716,2022-07-05,CrazyBulk USA,CrazyBulk,US,480.9245267690308,0.0,445.3004877491025,True,"BUY 2 GET 1 FREE,FREE PRODUCT,SALE20",No coupon
3175851,2024-05-06,CrazyBulk AUS,CrazyBulk,AU,480.74,0.0,437.0363636363636,True,",,FREE PRODUCT",No coupon
2380398,2023-01-14,CrazyBulk USA,CrazyBulk,US,480.72,0.0,441.5338691159586,True,"FREE PRODUCT,SALE20",No coupon
2925469,2023-10-07,SupplementShippers,SupplementShippers,US,480.39,0.0,437.7129840546697,True,CC20,No coupon
3091938,2024-02-20,CrazyBulk USA,CrazyBulk,US,480.32,0.0,442.6912442396313,True,",FREE PRODUCT,THANKS30",No coupon
2642721,2023-05-19,CrazyBulk USA,CrazyBulk,US,480.19,0.0,437.5307517084283,True,"FREE PRODUCT,SALE20",No coupon
3354429,2024-12-24,CrazyBulk USA,CrazyBulk,US,480.02,0.0,442.4147465437788,True,"FREE PRODUCT,SAVE30",No coupon
2481477,2023-03-06,CrazyBulk UK,CrazyBulk,GB,479.99,0.0,399.9916666666667,True,"FREE PRODUCT,BUY 2 GET 1 FREE,SALE20",No coupon
2664588,2023-05-29,CrazyBulk USA,CrazyBulk,US,479.59,119.9,327.73576309794987,True,"FREE PRODUCT,SALE20",No coupon
3024993,2023-12-28,PhenQ AUS,Phen Q,AU,479.49,0.0,435.9,True,",EXTRA15",No coupon
