antecedent,consequent,pair_order_count,support,confidence,lift
WB2464P3,PQ-GUIDES,11915,0.011813076773597402,0.6485412584367516,2.143797307424848
PQ-GUIDES,WB2464P3,11915,0.011813076773597402,0.03904892996427752,2.143797307424848
CB2584P1,AS6490P1,281,0.00027859627137061433,0.034610173666707725,2.078027873391516
AS6490P1,CB2584P1,281,0.00027859627137061433,0.016727186142032262,2.078027873391516
protect,WS1325P5,410,0.0004064927802916437,0.033620336203362036,2.0761900731111638
WS1325P5,protect,410,0.0004064927802916437,0.025102553113328843,2.0761900731111638
AS6493P3,AS6384M4,223,0.0002210924146464306,0.02813170177873092,2.060447469441421
AS6384M4,AS6493P3,223,0.0002210924146464306,0.01619345000363082,2.060447469441421
AS6493P3,AS6495P1,210,0.00020820361917376872,0.026491737101047054,2.046748970414009
AS6495P1,AS6493P3,210,0.00020820361917376872,0.0160857908847185,2.046748970414009
AS6495P1,MH-MAGWIN21,380,0.00037674940612396243,0.02910762160091919,2.0001881836825124
MH-MAGWIN21,AS6495P1,380,0.00037674940612396243,0.025889085706499525,2.0001881836825124
AS6495P1,AS6490P1,431,0.00042731314220902057,0.0330141708157794,1.9822023383283494
AS6490P1,AS6495P1,431,0.00042731314220902057,0.025656289064825286,1.9822023383283494
AS6493P1,MH-MAGWIN21,360,0.000356920490012175,0.028284098051539912,1.9435981230091701
MH-MAGWIN21,AS6493P1,360,0.000356920490012175,0.024526502248262708,1.9435981230091701
WB2618P1,PQ-GUIDES,2958,0.0029326966929333707,0.5851632047477745,1.9342968337375488
PQ-GUIDES,WB2618P1,2958,0.0029326966929333707,0.00969422868941107,1.9342968337375488
WB2464P1,AS6269P3,2832,0.00280777452142911,0.29138800288095484,1.9138861481594636
AS6269P3,WB2464P1,2832,0.00280777452142911,0.018441942394977956,1.9138861481594636
AS6492P1,MH-MAGWIN21,357,0.00035394615259540685,0.027834087010759394,1.9126747181828743
MH-MAGWIN21,AS6492P1,357,0.00035394615259540685,0.024322114729527184,1.9126747181828743
AS6486P1,AS6488P1,1650,0.0016358855792224685,0.08213450146846533,1.8984178456193055
AS6488P1,AS6486P1,1650,0.0016358855792224685,0.03781108208442183,1.8984178456193055
protect,AS6384M4,313,0.00031032253714947434,0.025666256662566625,1.879871115028048
AS6384M4,protect,313,0.00031032253714947434,0.022728923099266576,1.879871115028048
AS6488P3,MH-MAGWIN21,249,0.0002468700055917543,0.027236928462043317,1.871639779316925
MH-MAGWIN21,AS6488P3,249,0.0002468700055917543,0.016964164055048372,1.871639779316925
CB2608P1,AS6488P1,317,0.00031428832037183184,0.07958825006276676,1.8395650003278865
AS6488P1,CB2608P1,317,0.00031428832037183184,0.007264310921673771,1.8395650003278865
WB2464P1,AS1185P1,251,0.0002488528972029331,0.025825702232739993,1.8175081210999215
AS1185P1,WB2464P1,251,0.0002488528972029331,0.017513257047167177,1.8175081210999215
protect,AS6488P1,948,0.0009398906236987274,0.07773677736777368,1.796770940072937
AS6488P1,protect,948,0.0009398906236987274,0.021724185343049637,1.796770940072937
WB2460P3,protect,233,0.00023100687270232435,0.021674418604651163,1.7926548165946776
protect,WB2460P3,233,0.00023100687270232435,0.01910619106191062,1.7926548165946776
DB-GUIDES,MH-MAGWIN21,307,0.0003043738623159381,0.02584610203738003,1.7760663718325755
MH-MAGWIN21,DB-GUIDES,307,0.0003043738623159381,0.02091565608393514,1.7760663718325755
protect,AS6352M4,337,0.00033411723648361935,0.027634276342763428,1.7444426636030035
AS6352M4,protect,337,0.00033411723648361935,0.021091500813618727,1.7444426636030035
WB2460P1,protect,225,0.00022307530625760935,0.020760287875991882,1.7170485969484164
protect,WB2460P1,225,0.00022307530625760935,0.01845018450184502,1.7170485969484164
WB2464P1,AS1114P1,220,0.00021811807722966247,0.022636073670130673,1.707657271036392
AS1114P1,WB2464P1,220,0.00021811807722966247,0.016454749439042633,1.707657271036392
protect,WS1267P3,256,0.00025381012623087995,0.02099220992209922,1.6824259602151048
WS1267P3,protect,256,0.00025381012623087995,0.020341676599125943,1.6824259602151048
AS1373P1,AS6488P1,357,0.00035394615259540685,0.07273838630806846,1.6812405038071057
AS6488P1,AS1373P1,357,0.00035394615259540685,0.008180943214629451,1.6812405038071057
WB2618P1,AS6269P3,1279,0.0012680591853488105,0.2530168150346192,1.6618576357243469
AS6269P3,WB2618P1,1279,0.0012680591853488105,0.008328829210161303,1.6618576357243469
AS6493P3,AS6352M4,207,0.0002052292817570006,0.02611328371388924,1.6484284094237498
AS6352M4,AS6493P3,207,0.0002052292817570006,0.012955313556139693,1.6484284094237498
protect,AS6486P1,381,0.0003777408519295518,0.03124231242312423,1.5686132258803798
AS6486P1,protect,381,0.0003777408519295518,0.01896560306635472,1.5686132258803798
protect,CB-GUIDES,4361,0.0043236951581752635,0.35760557605576054,1.5494131970427234
CB-GUIDES,protect,4361,0.0043236951581752635,0.018733461630983883,1.5494131970427234
MH-MAGWIN21,AS6269P3,3459,0.003429411041533648,0.2356588091020575,1.5478472894316342
AS6269P3,MH-MAGWIN21,3459,0.003429411041533648,0.022524957183696594,1.5478472894316342
AS1185P1,WB2464P3,398,0.0003945954306245712,0.027770025118615684,1.5245822390234651
WB2464P3,AS1185P1,398,0.0003945954306245712,0.021663400827345962,1.5245822390234651
AS2376P1,WB2464P3,305,0.00030239097070475934,0.027482429266534512,1.508793145343249
WB2464P3,AS2376P1,305,0.00030239097070475934,0.01660134988025256,1.508793145343249
WS1325P5,WS1324P3,1750,0.001735030159781406,0.1071450437764036,1.4692537620538164
WS1324P3,WS1325P5,1750,0.001735030159781406,0.023792043940506293,1.4692537620538164
protect,WB2466P1,1128,0.0011183508687048148,0.09249692496924969,1.434072006239
WB2466P1,protect,1128,0.0011183508687048148,0.01733890801770782,1.434072006239
MH-MAGWIN21,NC4532P3,437,0.0004332618170425568,0.029772448562474452,1.4304446838789826
NC4532P3,MH-MAGWIN21,437,0.0004332618170425568,0.02081646263040061,1.4304446838789826
WB2464P1,WB4957P5,290,0.0002875192836209187,0.029838460746990432,1.4042509792047155
WB4957P5,WB2464P1,290,0.0002875192836209187,0.01353116834639791,1.4042509792047155
AS6384M4,AS6352M4,304,0.00030139952489916997,0.022075375789703,1.393531238704253
AS6352M4,AS6384M4,304,0.00030139952489916997,0.019026160971335585,1.393531238704253
protect,AS6490P1,280,0.00027760482556502496,0.022960229602296024,1.378554108179334
AS6490P1,protect,280,0.00027760482556502496,0.016667658789213644,1.378554108179334
CB0513P1,CB-GUIDES,320,0.00031726265778859997,0.3155818540433925,1.3673351931341235
CB-GUIDES,CB0513P1,320,0.00031726265778859997,0.0013746176844565106,1.3673351931341235
WS1268P1,WS1324P3,4559,0.00452000142768196,0.0979398053663881,1.3430245806766363
WS1324P3,WS1268P1,4559,0.00452000142768196,0.06198167332843897,1.3430245806766363
AS1114P1,WB2464P3,322,0.0003192455493997787,0.024083769633507852,1.3222057695354756
WB2464P3,AS1114P1,322,0.0003192455493997787,0.017526671021119093,1.3222057695354756
AS6493P1,AS6384M4,229,0.00022704108947996685,0.017991829038340665,1.3177737665589622
AS6384M4,AS6493P1,229,0.00022704108947996685,0.016629148210006536,1.3177737665589622
CB2739P1,AS6488P1,297,0.00029445940426004434,0.05582706766917293,1.2903603191947972
AS6488P1,CB2739P1,297,0.00029445940426004434,0.00680599477519593,1.2903603191947972
MH-MAGWIN21,AS6486P1,359,0.0003559290442065856,0.024458373075350866,1.2280053720068194
AS6486P1,MH-MAGWIN21,359,0.0003559290442065856,0.017870476380108517,1.2280053720068194
AS2376P1,WB4957P5,288,0.00028553639200973996,0.025950621733645703,1.2212823673928517
WB4957P5,AS2376P1,288,0.00028553639200973996,0.013437849944008958,1.2212823673928517
MH-MAGWIN21,AS6488P1,754,0.0007475501374143886,0.051369396375528,1.1873278227108497
AS6488P1,MH-MAGWIN21,754,0.0007475501374143886,0.017278518722214583,1.1873278227108497
protect,NC4532P3,301,0.00029842518748240184,0.024682246822468223,1.1858812579456237
NC4532P3,protect,301,0.00029842518748240184,0.014338112704234745,1.1858812579456237
AS6495P1,AS6384M4,204,0.00020225494434023247,0.015626196859440826,1.1445080013030342
AS6384M4,AS6495P1,204,0.00020225494434023247,0.014813739016774382,1.1445080013030342
protect,WS1268P1,636,0.0006305595323548424,0.052152521525215254,1.130045618185886
WS1268P1,protect,636,0.0006305595323548424,0.013663021762014222,1.130045618185886
AS6488P3,AS6488P1,440,0.00043623615445932494,0.04812951214176329,1.1124426777698893
AS6488P1,AS6488P3,440,0.00043623615445932494,0.010082955222512489,1.1124426777698893
WB2464P5,PQ-GUIDES,438,0.0004342532628481462,0.3220588235294118,1.0645873793426524
PQ-GUIDES,WB2464P5,438,0.0004342532628481462,0.0014354537410284141,1.0645873793426524
AS6495P1,AS6352M4,220,0.00021811807722966247,0.01685178092684795,1.0637863370061833
AS6352M4,AS6495P1,220,0.00021811807722966247,0.013768932281887596,1.0637863370061833
